date,ArmStat_Industry_Total_Current_Mln_AMD,ArmStat_Industry_Mining_Current_Mln_AMD,ArmStat_Industry_MetalOres_Current_Mln_AMD,ArmStat_Industry_Manufacturing_Current_Mln_AMD,ArmStat_Industry_ElectricityGas_Current_Mln_AMD,ArmStat_Industry_WaterWaste_Current_Mln_AMD,ArmStat_Industry_Total_Index,ArmStat_Industry_Mining_Index,ArmStat_Industry_MetalOres_Index,ArmStat_Industry_Manufacturing_Index,ArmStat_Industry_ElectricityGas_Index,ArmStat_Industry_WaterWaste_Index,ArmStat_EAI_ChainLink_2023_Index,ArmStat_EAI_SA_2023_Index,ArmStat_Export_UnitValue_MoM_Index,ArmStat_Import_UnitValue_MoM_Index,ArmStat_FreightTariff_Total_MoM_Index,ArmStat_FreightTariff_Road_MoM_Index,ArmStat_FreightTariff_Rail_MoM_Index
1993-01-01,,,,,,,,,,,,,,,,,107.73333333333332,100.0,
1993-04-01,,,,,,,,,,,,,,,,,180.0,235.63333333333333,
1993-07-01,,,,,,,,,,,,,,,,,108.76666666666668,107.66666666666669,
1993-10-01,,,,,,,,,,,,,,,,,166.76666666666665,176.19999999999996,
1994-01-01,,,,,,,,,,,,,,,,,147.56666666666666,125.4,
1994-04-01,,,,,,,,,,,,,,,,,135.93333333333334,141.5,
1994-07-01,,,,,,,,,,,,,,,,,100.0,100.0,
1994-10-01,,,,,,,,,,,,,,,,,101.03333333333336,100.0,
1995-01-01,,,,,,,,,,,,,,,,,99.73333333333332,97.63333333333333,99.53333333333336
1995-04-01,,,,,,,,,,,,,,,,,101.46666666666664,99.93333333333334,100.26666666666668
1995-07-01,,,,,,,,,,,,,,,,,100.7,100.76666666666668,99.93333333333334
1995-10-01,,,,,,,,,,,,,,,,,108.03333333333336,131.86666666666667,96.26666666666668
1996-01-01,,,,,,,,,,,,,,,,,98.76666666666664,90.43333333333334,100.0
1996-04-01,,,,,,,,,,,,,,,,,101.46666666666664,102.86666666666667,100.83333333333331
1996-07-01,,,,,,,,,,,,,,,,,100.53333333333336,98.46666666666664,100.43333333333334
1996-10-01,,,,,,,,,,,,,,,,,103.0,107.0,100.96666666666664
1997-01-01,,,,,,,,,,,,,,,,,103.26666666666668,99.5,106.16666666666669
1997-04-01,,,,,,,,,,,,,,,,,100.6,100.33333333333331,101.3
1997-07-01,,,,,,,,,,,,,,,,,102.93333333333334,100.76666666666668,99.8
1997-10-01,,,,,,,,,,,,,,,,,99.63333333333333,100.13333333333333,99.93333333333334
1998-01-01,,,,,,,,,,,,,,,,,99.8,99.9,99.83333333333331
1998-04-01,,,,,,,,,,,,,,,,,100.16666666666669,100.03333333333336,100.16666666666669
1998-07-01,,,,,,,,,,,,,,,,,100.7,102.63333333333333,99.73333333333332
1998-10-01,,,,,,,,,,,,,,,,,99.5,99.5,99.46666666666664
