date,"Currency in circulation mln, AMD","Demand deposits in drams mln, AMD","M1 mln, AMD","Time deposits in drams mln, AMD","M2 mln, AMD","Deposits in foreign currency mln, AMD","M2X mln, AMD"
2024-05-01,737554.6706237,1254726.1963927,1992280.8670164,1456492.4181941,3448773.2852105,1776672.1094652,5225445.3946757
2024-06-01,767702.1499808,1243051.9238995,2010754.0738803,1475549.564,3486303.6378803,1771320.3794094,5257624.0172897
2024-07-01,795381.452463,1270599.167382,2065980.619845,1507359.1867853,3573339.8066303,1766941.4446743,5340281.2513046
2024-08-01,805896.5661118,1302016.2073177,2107912.7734295,1539781.249908,3647694.0233375,1796808.3966741,5444502.4200116
2024-09-01,802077.7824334,1291411.0724915,2093488.8549249,1592337.6490998,3685826.5040247,1784049.4726034,5469875.9766281
2024-10-01,802856.0880107,1322013.9047054,2124869.9927161,1647655.2418985,3772525.2346146,1794997.5351192,5567522.7697338
2024-11-01,794608.1372947,1319448.6645375,2114056.8018322,1678021.1256552,3792077.9274874,1857510.5142656,5649588.4417531
2024-12-01,838595.0826209,1535149.3330541,2373744.415675,1684905.128,4058649.543675,1832286.6106502,5890936.1543252
2025-01-01,802653.2070182,1417932.5643013,2220585.7713195,1709511.046,3930096.8173195,1829631.9057786,5759728.7230981
2025-02-01,809396.2739282,1379067.0194607,2188463.2933889,1755430.535,3943893.8283889,1834312.9883353,5778206.8167242
2025-03-01,813417.3235737,1409677.9787215,2223095.3022952,1790175.659,4013270.9612952,1852621.3585402,5865892.3198354
2025-04-01,832655.1111349,1408772.604756,2241427.7158909,1837626.219,4079053.9348909,1830185.21229,5909239.1471809
2025-05-01,849629.0742349,1410920.0169709,2260549.0912058,1889144.563,4149693.6542058,1811367.1505383,5961060.8047441
2025-06-01,880304.2132408,1466820.4578008,2347124.6710416,1913895.722676,4261020.3937176,1844850.8186246,6105871.2123422
2025-07-01,915554.3805426,1464985.8351128,2380540.2156554,1958227.039622,4338767.2552774,1863529.157814,6202296.4130914
2025-08-01,925958.8630558,1479682.553817,2405641.4168728,2024389.66471,4430031.0815828,1842723.5744132,6272754.655996
2025-09-01,925526.7552928,1503154.3958067,2428681.1510995,2078182.597669,4506863.7487685,1845948.3052846,6352812.0540531
2025-10-01,946961.4426751,1529066.8850499,2476028.327725,2156733.951941,4632762.279666,1916617.669398,6549379.949064
2025-11-01,947176.2577588,1522733.2621598,2469909.5199186,2219542.234934,4689451.7548526,1903759.4155652,6593211.1704178
2025-12-01,993953.9061054,1679531.5752516,2673485.481357,2277175.929059,4950661.410416,1986763.727334,6937425.13775
2026-01-01,949544.0849576,1576878.9311265,2526423.0160841,2345601.929587,4872024.9456711,1950385.6748498,6822410.6205209
2026-02-01,939651.2024699,1585955.8486013,2525607.0510712,2428895.140201,4954502.1912722,1930639.6532851,6885141.8445573
