date,Cash_in_Circulation_Mln_AMD,Demand_Deposits_Dram_Mln_AMD,Money_Supply_M1_Mln_AMD,Time_Deposits_Dram_Mln_AMD,Money_Supply_M2_Mln_AMD,Deposits_FX_Mln_AMD,Money_Supply_M2X_Mln_AMD,Remittance_Inflow_Mln_AMD,Remittance_Inflow_Thousand_USD,Remittance_Inflow_NonCommercial_Mln_AMD,Remittance_Inflow_NonCommercial_Thousand_USD,Remittance_Outflow_Mln_AMD,Remittance_Outflow_Thousand_USD,Remittance_Outflow_NonCommercial_Mln_AMD,Remittance_Outflow_NonCommercial_Thousand_USD,Remittance_Net_Mln_AMD,Remittance_Net_Thousand_USD
2018-07-01,457172.6239927,360684.85044495,817857.47443765,636149.40195006,1454006.8763877,1173108.8195773,2627115.695965,86382.514207,179414.731266,63917.502411,132733.34917,47427.352406,98501.193058,11798.894986,24505.820797,38955.161801,80913.53820799998
2018-08-01,457766.0530357,351754.14379946,809520.19683516,641143.33953746,1450663.5363726,1176628.2354162,2627291.7717888,77631.94173,160459.892563,60522.395833,124994.869012,46589.403828,96580.535934,12818.173911,26576.37421,31042.537902000004,63879.356629
2018-09-01,458314.0594507,368253.8881089,826567.9475596,631919.28074752,1458487.2283071,1176995.8586608,2635483.0869679,73394.982446,151681.640304,52079.165674,107643.854224,47864.615562,98958.857928,11310.276522,23379.147287,25530.366883999995,52722.782376
2018-10-01,459634.7963298,377477.81299395,837112.60932375,647978.09554987,1485090.7048736,1172442.7022971,2657533.4071707,85572.896157,176452.635788,57858.252772,119314.148925,58824.674714,121316.245038,12699.788547,26189.705765,26748.221442999995,55136.39075000002
2018-11-01,452359.0334339,383167.84722777,835526.88066167,653916.14645564,1489443.0271173,1187792.282206,2677235.3093233,75677.799659,155629.962031,51862.822415,106645.002451,55502.289021,114136.128543,12313.629225,25327.822053,20175.510638,41493.833488000004
2018-12-01,476996.4891032,418275.71006348,895272.19916668,671552.28808655,1566824.4872532,1208270.6743132,2775095.1615664,84148.054791,173663.656881,56108.628344,115802.398461,59708.584161,123219.698161,12659.344031,26120.574632,24439.470630000003,50443.95872000001
2019-01-01,440501.6388768,406887.00479181,847388.64366861,686213.67525125,1533602.3189199,1193929.5104702,2727531.8293901,57853.087925,119094.123371,32605.587959,67110.508673,49263.62428,101393.973161,8592.995011,17685.346558,8589.463644999996,17700.150209999993
2019-02-01,439844.86685,408664.99900935,848509.86585935,709551.44463427,1558061.3104936,1201436.0386249,2759497.3491185,68489.650911,140235.318693,37504.593718,76794.356049,45499.682877,93143.841172,11711.885278,23978.444934,22989.968034000005,47091.47752100001
2019-03-01,434436.4846089,408859.54957668,843296.03418558,720887.22225446,1564183.25644,1185960.7210802,2750143.9775202,64417.042466,132136.217253,42365.531754,86881.166026,44889.629587,92083.150315,12080.652739,24776.554141,19527.412878999996,40053.066938
2019-04-01,427914.1299842,405273.80984147,833187.93982567,738349.92601537,1571537.865841,1192756.5387939,2764294.404635,69887.408479,144321.78794,47382.123218,97866.261131,53408.353043,110313.83324,12990.97671,26832.170927,16479.055436000002,34007.9547
2019-05-01,427819.8468342,410541.45325474,838361.30008894,758689.55273477,1597050.8528237,1204918.0185407,2801968.8713644,81150.718279,168850.605575,49989.231175,104031.501271,54332.993912,113060.070669,12972.282112,26996.142693,26817.724366999995,55790.534906
2019-06-01,442130.4652608,395646.18556764,837776.65082844,772672.68489933,1610449.3357278,1182359.4132881,2792808.7490158,77490.405171,161948.142286,53151.998931,111064.852252,60470.818749,126400.480811,11913.405444,24895.339861,17019.586422000008,35547.661474999986
2019-07-01,461746.5662925,405663.08698086,867409.65327336,781805.19419488,1649214.8474682,1178430.1680279,2827645.0154961,89898.874577,188669.844646,64559.223815,135482.109683,68886.795361,144569.798953,13482.186047,28294.10913,21012.079216,44100.04569300002
2019-08-01,458223.9698495,407232.10977222,865456.07962172,808741.60028438,1674197.6799061,1193541.3773644,2867739.0572705,86037.885548,180781.665929,61895.210817,130060.795005,74681.257559,156898.309635,15375.577598,32304.866166,11356.627989,23883.356293999997
2019-09-01,464531.5491108,411097.7697743,875629.3188851,822209.06061248,1697838.3794976,1192764.741692,2890603.1211896,78881.20355,165626.360815,55976.724174,117529.607472,61614.929982,129381.663136,12718.908891,26706.221431,17266.273568000004,36244.69767899999
