Ամիս,2024,2025
Հունվար,35130292,38273910
Փետրվար,33896378,35760981
Մարտ,32751020,31571570
Ապրիլ,24361679,26474291
Մայիս,23156888,23388910
Հունիս,23173598,25427869
Հուլիս,26061339,33563817
Օգոստոս,28950418,32024314
Սեպտեմբեր,24442993,27939334
Հոկտեմբեր,26606828,28244286
Նոյեմբեր,32515093,32834774
Դեկտեմբեր,37974723,42757551
