Ամիս,2024,2025
Հունվար,101.2,101.4
Փետրվար,99.3,100.1
Մարտ,99.8,100.5
Ապրիլ,100.6,100.5
Մայիս,99.2,100.3
Հունիս,99.1,98.7
Հուլիս,99.6,99.2
Օգոստոս,100.1,100.2
Սեպտեմբեր,100.2,100.3
Հոկտեմբեր,100.3,100.3
Նոյեմբեր,101.3,100.6
Դեկտեմբեր,101.0,101.2
